Player,PLAYER_ID,Averages 25+ PPG?,Averages 20+ PPG?,Averages 15+ PPG?,Averages 10+ PPG?,Averages 10+ RPG?,Averages 5+ RPG?,Averages 7+ APG?,Averages 4+ APG?,Averages 1.5+ SPG?,Averages 1+ SPG?,Averages 1.5+ BPG?,Averages 1+ BPG?,Averages 3+ 3PM?,Averages 1+ 3PM?,Averages 30+ min per game?,Averages 20+ min per game?,Shoots 50%+ from the field?,Shoots 35%+ from three?,Shoots 80%+ from the line?,Averages 3+ offensive rebounds?,Averages 3+ turnovers?,Played 50+ games this season?,Played 70+ games this season?,Plays in the Eastern Conference?,Plays in the Western Conference?,Plays in the Atlantic Division?,Plays in the Central Division?,Plays in the Southeast Division?,Plays in the Northwest Division?,Plays in the Pacific Division?,Plays in the Southwest Division?,Is his jersey number less than 10?,Is his jersey number between 10 and 19?,Is his jersey number between 20 and 29?,Is his jersey number 30 or higher?,Is his jersey number an odd number?,Is he from the United States?,Is he from Europe?,Is he from Africa?,Is he from Canada?,Is he from Australia?,Is he from South America?,Did he play college basketball?,MPG,Is he 25 or younger?,Is he 30 or older?,Is he 6-8 or taller?,Is he 7 feet or taller?,Was he a first-round pick?,Was he a lottery pick (top 14)?,Was he undrafted?,Averages 5+ APG?,Averages 8+ RPG?,Shoots 40%+ from three?,Does his last name start with A-M?,Does his first name start with A-M?,Does his last name have more than 6 letters?,Does his first name end in a vowel?,Has he been an All-Star?,Has he been an All-Star 3+ times?,Has he won an NBA Championship?,Has he been All-NBA?,Has he won the MVP award?,Has he won Defensive Player of the Year?,Has he made an All-Defensive Team?
Kevin Porter Jr.,1629645,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,33.18,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Kevon Looney,1626172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,14.64,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Keyonte George,1641718,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,33.08,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
Khaman Maluach,1642863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,8.94,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Khris Middleton,203114,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,22.84,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
Killian Hayes,1630165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,17.63,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Klay Thompson,202691,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,21.69,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
Kobe Brown,1641738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,15.78,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Kobe Bufkin,1641723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7.47,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Kobe Sanders,1642920,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,19.87,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
Koby Brea,1642886,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,6.99,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Kon Knueppel,1642851,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,31.49,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Kris Dunn,1627739,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,27.2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Kris Murray,1631200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23.39,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Kristaps Porziņģis,204001,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,24.03,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Kyle Anderson,203937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,19.84,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Kyle Filipowski,1642271,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23.39,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Kyle Kuzma,1628398,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,26.17,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
Kyle Lowry,200768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,8.43,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
Kyshawn George,1642273,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,28.98,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LJ Cryer,1643018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,16.23,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LaMelo Ball,1630163,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,28.02,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
Lachlan Olbrich,1642950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,9.3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Landry Shamet,1629013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22.96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Larry Nance Jr.,1626204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,12.82,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Lauri Markkanen,1628374,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,34.35,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Lawson Lovering,1643133,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,24.63,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LeBron James,2544,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,33.15,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1
Leaky Black,1641778,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,28.87,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Leonard Miller,1631159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,15.62,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Liam McNeeley,1642862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,11.86,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Lindy Waters III,1630322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,7.12,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Lonzo Ball,1628366,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.79,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Lucas Williamson,1631351,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,31.96,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Luguentz Dort,1629652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,26.79,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
Luka Dončić,1629029,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,35.76,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
Luka Garza,1630568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,16.2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Luke Kennard,1628379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,21.54,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Luke Kornet,1628436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,21.03,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
Luke Travers,1631247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8.59,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Mac McClung,1630644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,12.29,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Malachi Smith,1641869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,23.92,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Malaki Branham,1631103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.84,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Malevy Leons,1642502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,11.06,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Malik Monk,1628370,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,21.99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MarJon Beauchamp,1630699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,14.01,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Marcus Sasser,1631204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,12.01,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Marcus Smart,203935,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,28.53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mark Sears,1641813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.73,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Mark Williams,1631109,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,23.6,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Markelle Fultz,1628365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7.15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Marvin Bagley III,1628963,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,20.02,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Mason Plumlee,203486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,8.57,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Matas Buzelis,1641824,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,29.2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Matisse Thybulle,1629680,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15.99,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Max Christie,1631108,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,29.15,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Max Shulga,1642917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Max Strus,1629622,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,24.02,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Maxi Kleber,1628467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,10.72,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Maxime Raynaud,1642875,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,26.54,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Micah Peavy,1642877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,14.97,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Micah Potter,1630695,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,19.33,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Michael Porter Jr.,1629008,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,32.47,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Mikal Bridges,1628969,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,32.83,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Mike Conley,201144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,18.36,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
Miles Bridges,1628970,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Miles Kelly,1642939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9.55,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Miles McBride,1630540,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26.34,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Mitchell Robinson,1629011,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,19.58,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Mo Bamba,1628964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.95,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Mohamed Diawara,1642885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,9.19,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Monte Morris,1628420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.77,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Moritz Wagner,1629021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,11.85,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Moses Moody,1630541,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,25.66,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
Mouhamadou Gueye,1631338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,22.72,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Mouhamed Gueye,1631243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,15.31,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Moussa Cisse,1630619,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,13.94,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Moussa Diabaté,1631217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,26.01,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
Myles Turner,1626167,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,26.93,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Myron Gardner,1642066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,9.12,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
N'Faly Dante,1642368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.85,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nae'Qwan Tomlin,1641772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,15.68,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naji Marshall,1630230,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,29.51,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Nate Williams,1631466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,17.08,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Naz Reid,1629675,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,26.07,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neemias Queta,1629674,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,25.34,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Nic Claxton,1629651,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,27.83,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Nick Richards,1630208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,14.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nick Smith Jr.,1641733,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,12.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nickeil Alexander-Walker,1629638,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,33.37,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Nicolas Batum,201587,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,17.49,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
